,win,firstBlood,firstTower,firstInhibitor,towerKills,inhibitorKills,baronKills,dragonKills,riftHeraldKills,gameId
34387,Win,TRUE,FALSE,TRUE,9,2,1,1,0,4177725114
34388,Win,TRUE,TRUE,TRUE,8,2,0,3,1,4177720421
34391,Win,TRUE,FALSE,TRUE,7,1,1,3,1,4175958364
34393,Win,TRUE,TRUE,TRUE,10,2,1,3,2,4175873836
34394,Win,FALSE,TRUE,TRUE,5,1,1,4,1,4170657557
34395,Win,FALSE,TRUE,TRUE,8,2,1,4,2,4169715494
34397,Win,TRUE,TRUE,FALSE,6,0,0,3,1,4157852541
34398,Win,FALSE,TRUE,TRUE,10,2,1,1,2,4157777257
34399,Win,TRUE,TRUE,TRUE,7,1,1,3,2,4157773079
34401,Win,FALSE,TRUE,TRUE,9,2,1,3,2,4157678069
34402,Win,TRUE,TRUE,TRUE,9,2,1,4,1,4157667467
34403,Win,TRUE,TRUE,TRUE,7,1,1,2,0,4157665514
34404,Win,TRUE,TRUE,TRUE,9,2,1,2,2,4157645468
34405,Win,FALSE,TRUE,TRUE,8,1,1,4,0,4157629668
34406,Win,TRUE,TRUE,TRUE,10,2,1,2,1,4155788614
34407,Win,TRUE,TRUE,FALSE,5,0,0,3,0,4155764628
34408,Win,FALSE,TRUE,TRUE,11,4,1,3,2,4155676893
34411,Win,TRUE,FALSE,FALSE,7,1,1,4,1,4155579161
34412,Win,TRUE,TRUE,FALSE,5,0,0,2,1,4152670893
34414,Win,TRUE,TRUE,TRUE,5,1,0,1,1,4152506532
34416,Win,FALSE,FALSE,TRUE,9,2,1,3,0,4152358388
34417,Win,TRUE,TRUE,TRUE,7,1,0,1,1,4152329699
34418,Win,TRUE,TRUE,TRUE,10,1,1,3,2,4151666771
34419,Win,TRUE,FALSE,TRUE,11,3,1,2,0,4151537469
34420,Win,FALSE,TRUE,TRUE,5,1,1,1,2,4151531326
34421,Win,TRUE,TRUE,TRUE,8,1,0,2,1,4151142314
34422,Win,TRUE,FALSE,TRUE,7,2,1,3,1,4151009539
34423,Win,FALSE,TRUE,TRUE,10,1,1,3,1,4151050541
34424,Win,TRUE,TRUE,TRUE,9,4,1,1,1,4150995248
34425,Win,FALSE,TRUE,TRUE,11,2,1,4,2,4150591036
34426,Win,TRUE,FALSE,TRUE,7,1,1,4,0,4150199902
34427,Win,TRUE,FALSE,TRUE,11,2,1,2,0,4150116697
34428,Win,TRUE,TRUE,TRUE,7,2,0,3,1,4149859295
34429,Win,FALSE,TRUE,TRUE,7,1,2,2,1,4149830294
34430,Win,FALSE,FALSE,TRUE,8,1,1,2,1,4149506766
34431,Win,TRUE,TRUE,TRUE,6,1,0,1,1,4145671369
34432,Win,FALSE,FALSE,TRUE,9,1,1,4,0,4145602932
34433,Win,TRUE,TRUE,TRUE,8,1,1,2,1,4144888999
34434,Win,TRUE,TRUE,TRUE,8,1,1,2,2,4144902786
34435,Win,TRUE,TRUE,TRUE,8,1,1,3,1,4144826192
34436,Win,FALSE,TRUE,TRUE,5,1,0,0,0,4144766065
34437,Win,TRUE,FALSE,TRUE,7,1,0,2,0,4144757887
34438,Win,TRUE,TRUE,TRUE,7,1,1,2,0,4144724386
34440,Win,TRUE,FALSE,TRUE,8,1,1,3,1,4144618813
34441,Win,TRUE,TRUE,TRUE,11,3,1,1,2,4144565996
34442,Win,TRUE,TRUE,TRUE,10,2,2,4,1,4142876173
34443,Win,TRUE,FALSE,FALSE,7,2,1,3,0,4142799450
34445,Win,FALSE,FALSE,TRUE,10,1,1,1,0,4142759095
34446,Win,FALSE,FALSE,TRUE,7,1,1,3,0,4142725797
34447,Win,FALSE,TRUE,TRUE,8,1,0,2,1,4142743113
34449,Win,TRUE,TRUE,TRUE,10,2,1,2,2,4139976594
34450,Win,FALSE,TRUE,TRUE,6,1,1,2,2,4139839771
34451,Win,FALSE,FALSE,TRUE,10,2,1,2,0,4255378612
34453,Win,TRUE,TRUE,TRUE,7,1,0,4,2,4240201020
34454,Win,TRUE,FALSE,TRUE,10,2,1,4,0,4237992919
34455,Win,FALSE,FALSE,TRUE,9,1,1,2,1,4218577110
34456,Win,TRUE,TRUE,FALSE,5,0,0,1,1,4218576005
34457,Win,TRUE,TRUE,FALSE,5,0,0,2,2,4218643839
34458,Win,TRUE,TRUE,TRUE,6,1,0,3,1,4218632109
34461,Win,TRUE,TRUE,TRUE,7,1,1,3,2,4245333832
34462,Win,TRUE,FALSE,TRUE,6,1,1,3,0,4240623911
34466,Win,TRUE,TRUE,TRUE,9,1,1,2,2,4247972910
34467,Win,FALSE,TRUE,TRUE,9,2,1,1,1,4247071148
34468,Win,TRUE,TRUE,TRUE,6,1,0,1,1,4245439961
34469,Win,FALSE,TRUE,TRUE,11,4,2,5,2,4245473440
34470,Win,FALSE,TRUE,TRUE,11,3,1,5,2,4244160126
34472,Win,FALSE,FALSE,TRUE,5,1,0,3,1,4242476883
34474,Win,TRUE,TRUE,TRUE,11,3,1,4,1,4241659024
34475,Win,TRUE,TRUE,TRUE,6,1,0,0,1,4241703638
34476,Win,TRUE,FALSE,TRUE,9,2,1,1,0,4241243959
34477,Win,FALSE,TRUE,TRUE,7,2,0,3,1,4238455231
34478,Win,FALSE,TRUE,TRUE,8,2,1,1,0,4235101032
34479,Win,FALSE,FALSE,TRUE,7,1,1,3,1,4209081037
34480,Win,FALSE,TRUE,TRUE,8,1,2,5,2,4206864100
34482,Win,TRUE,TRUE,TRUE,7,1,0,1,1,4201233895
34483,Win,FALSE,TRUE,TRUE,6,1,0,0,2,4198604433
34484,Win,TRUE,TRUE,FALSE,6,0,0,1,1,4197420762
34486,Win,TRUE,FALSE,TRUE,11,3,2,4,2,4205999580
34487,Win,FALSE,TRUE,TRUE,8,1,1,4,1,4201175956
34489,Win,TRUE,FALSE,TRUE,10,3,1,2,0,4200575848
34490,Win,TRUE,TRUE,FALSE,5,0,0,2,1,4199508001
34491,Win,TRUE,FALSE,TRUE,9,2,1,2,1,4199342083
34492,Win,FALSE,TRUE,TRUE,11,5,3,3,1,4192001700
34493,Win,TRUE,TRUE,TRUE,8,1,1,2,1,4190151712
34494,Win,FALSE,TRUE,TRUE,6,1,0,1,1,4189807340
34495,Win,TRUE,TRUE,TRUE,10,2,1,3,1,4187894739
34496,Win,FALSE,TRUE,TRUE,8,1,1,1,2,4187442798
34498,Win,TRUE,TRUE,FALSE,9,2,0,2,1,4186192887
34500,Win,TRUE,TRUE,TRUE,9,1,1,2,2,4185820068
34501,Win,TRUE,TRUE,TRUE,7,1,0,2,1,4185264480
34503,Win,TRUE,TRUE,TRUE,10,2,1,1,1,4184762866
34504,Win,TRUE,TRUE,FALSE,5,0,0,2,1,4184629260
34505,Win,TRUE,TRUE,TRUE,9,2,0,4,0,4183433568
34506,Win,FALSE,TRUE,TRUE,8,2,2,3,1,4183342072
34507,Win,FALSE,TRUE,TRUE,6,1,1,3,2,4183241947
34509,Win,FALSE,TRUE,TRUE,10,2,0,1,1,4182884547
34510,Win,FALSE,TRUE,TRUE,5,1,2,5,2,4182613131
34511,Win,FALSE,TRUE,TRUE,11,3,1,3,1,4182476734
34512,Win,FALSE,FALSE,TRUE,5,1,0,1,2,4181298005
34513,Win,FALSE,TRUE,TRUE,7,1,1,5,0,4181143388
34514,Win,FALSE,TRUE,TRUE,5,1,1,4,0,4180492033
34516,Win,TRUE,TRUE,TRUE,10,2,1,4,2,4178215606
34517,Win,FALSE,TRUE,TRUE,11,3,2,4,1,4175865887
34518,Win,TRUE,TRUE,TRUE,6,1,0,1,1,4175788761
34519,Win,FALSE,TRUE,TRUE,9,1,1,3,2,4173593773
34520,Win,TRUE,FALSE,TRUE,9,2,1,2,2,4170990462
34521,Win,FALSE,TRUE,FALSE,5,0,1,3,1,4170858954
34523,Win,FALSE,TRUE,TRUE,10,2,1,2,2,4169666896
34525,Win,TRUE,FALSE,TRUE,6,1,1,3,1,4169489640
34526,Win,TRUE,TRUE,TRUE,9,1,0,2,0,4169461415
34527,Win,TRUE,TRUE,TRUE,11,3,1,2,2,4169391681
34528,Win,TRUE,TRUE,TRUE,9,2,1,3,0,4167164020
34530,Win,TRUE,TRUE,TRUE,5,1,1,1,1,4167011563
34531,Win,TRUE,TRUE,TRUE,6,1,0,2,2,4166885029
34533,Win,TRUE,TRUE,FALSE,5,0,0,2,1,4166813745
34535,Win,TRUE,TRUE,TRUE,7,1,1,4,1,4166703044
34536,Win,TRUE,TRUE,TRUE,8,1,0,3,2,4162583068
34538,Win,TRUE,TRUE,TRUE,10,2,1,0,1,4156303669
34539,Win,FALSE,TRUE,TRUE,7,1,0,1,2,4156270539
34540,Win,FALSE,TRUE,TRUE,9,2,1,4,0,4156164452
34541,Win,TRUE,TRUE,TRUE,9,1,0,2,1,4156093518
34544,Win,TRUE,TRUE,TRUE,7,1,0,1,1,4155931343
34545,Win,TRUE,FALSE,TRUE,7,2,1,2,1,4155853014
34546,Win,FALSE,TRUE,TRUE,11,6,3,5,2,4155790797
34547,Win,TRUE,TRUE,FALSE,5,0,0,4,2,4155732699
34548,Win,TRUE,TRUE,FALSE,6,0,0,2,2,4252570822
34549,Win,FALSE,TRUE,TRUE,8,1,1,3,1,4203946710
34551,Win,TRUE,FALSE,TRUE,7,1,1,3,0,4201883691
34553,Win,TRUE,FALSE,TRUE,7,1,0,2,1,4199597766
34554,Win,TRUE,TRUE,TRUE,10,2,0,2,2,4199558851
34555,Win,TRUE,TRUE,TRUE,7,1,0,1,1,4199495511
34556,Win,FALSE,FALSE,TRUE,9,2,1,3,0,4199319652
34557,Win,FALSE,TRUE,TRUE,7,1,1,1,2,4199250899
34558,Win,TRUE,TRUE,TRUE,6,1,0,2,2,4199121484
34560,Win,FALSE,FALSE,TRUE,8,1,1,2,0,4197343351
34561,Win,TRUE,TRUE,TRUE,7,1,1,4,2,4197265164
34562,Win,TRUE,TRUE,TRUE,7,1,0,2,1,4197140266
34563,Win,TRUE,TRUE,FALSE,5,0,0,1,1,4197111044
34565,Win,FALSE,FALSE,TRUE,8,1,2,2,0,4195444199
34566,Win,FALSE,TRUE,TRUE,8,1,0,0,1,4195392132
34568,Win,TRUE,TRUE,TRUE,9,1,1,2,2,4193658129
34569,Win,FALSE,TRUE,TRUE,11,2,1,3,1,4192781825
34570,Win,FALSE,FALSE,TRUE,10,2,1,3,1,4192061144
34571,Win,FALSE,TRUE,TRUE,8,1,0,1,1,4191928340
34572,Win,FALSE,TRUE,FALSE,11,4,2,5,1,4191856693
34573,Win,TRUE,TRUE,TRUE,11,2,1,3,1,4191779190
34574,Win,FALSE,TRUE,FALSE,6,0,0,2,2,4191811439
34575,Win,TRUE,TRUE,TRUE,10,2,1,2,1,4191592951
34576,Win,TRUE,TRUE,TRUE,7,2,2,3,1,4191447628
34577,Win,TRUE,TRUE,TRUE,9,2,1,3,1,4191452058
34578,Win,TRUE,TRUE,TRUE,8,2,0,2,1,4191405847
34579,Win,TRUE,TRUE,TRUE,11,3,1,4,1,4190564276
34580,Win,TRUE,TRUE,TRUE,8,1,0,1,1,4190328562
34582,Win,TRUE,TRUE,TRUE,10,2,1,2,1,4188805863
34583,Win,TRUE,TRUE,TRUE,8,2,0,1,1,4188842398
34584,Win,FALSE,TRUE,TRUE,11,1,1,3,1,4188767977
34585,Win,TRUE,FALSE,TRUE,9,2,0,1,0,4188703850
34587,Win,FALSE,TRUE,TRUE,10,2,0,3,2,4167590847
34588,Win,TRUE,TRUE,TRUE,10,2,1,3,0,4167494623
34589,Win,TRUE,TRUE,TRUE,11,2,1,5,0,4167342752
34590,Win,TRUE,TRUE,TRUE,5,1,1,1,1,3980407788
34592,Win,FALSE,TRUE,TRUE,8,1,1,2,0,3980351690
34593,Win,TRUE,TRUE,TRUE,9,1,1,3,1,3980198743
34594,Win,FALSE,FALSE,FALSE,7,1,1,2,1,4256480145
34595,Win,TRUE,TRUE,TRUE,6,1,0,2,1,4248592226
34596,Win,TRUE,TRUE,TRUE,8,2,1,5,2,4243222162
34597,Win,TRUE,TRUE,TRUE,6,1,0,0,1,4242987048
34598,Win,TRUE,TRUE,TRUE,7,1,0,0,1,4242823205
34599,Win,FALSE,TRUE,TRUE,10,1,0,2,2,4242638393
34601,Win,FALSE,FALSE,TRUE,10,3,1,3,0,4242389142
34602,Win,FALSE,TRUE,TRUE,5,1,0,1,1,4242234464
34603,Win,TRUE,TRUE,TRUE,8,1,1,3,1,4242144997
34604,Win,FALSE,TRUE,TRUE,8,1,1,3,2,4242089821
34605,Win,TRUE,TRUE,TRUE,10,2,0,2,2,4242114103
34606,Win,FALSE,TRUE,TRUE,8,1,0,2,2,4242083163
34609,Win,TRUE,TRUE,TRUE,8,1,0,2,0,4239558772
34610,Win,TRUE,TRUE,TRUE,7,1,0,2,0,4239524107
34611,Win,FALSE,TRUE,TRUE,7,1,0,3,2,4236709422
34612,Win,TRUE,FALSE,TRUE,11,4,1,3,1,4236627285
34613,Win,FALSE,TRUE,TRUE,5,1,0,1,0,4236594039
34614,Win,TRUE,TRUE,TRUE,11,2,0,3,2,4233302637
34615,Win,FALSE,FALSE,TRUE,9,1,0,1,2,4233243048
34616,Win,TRUE,TRUE,TRUE,9,1,0,1,2,4233260344
34617,Win,TRUE,TRUE,TRUE,6,1,0,1,1,4233228670
34618,Win,TRUE,TRUE,TRUE,8,1,0,2,2,4232785324
34619,Win,TRUE,TRUE,TRUE,7,1,0,1,1,4244085480
34620,Win,FALSE,FALSE,TRUE,6,2,0,2,0,4244031631
34621,Win,TRUE,TRUE,TRUE,6,1,0,2,0,4243579861
34622,Win,TRUE,TRUE,TRUE,6,1,0,2,1,4243545542
34624,Win,TRUE,TRUE,FALSE,7,0,1,1,2,4242456399
34625,Win,TRUE,TRUE,TRUE,8,1,1,3,1,4237177991
34626,Win,TRUE,TRUE,TRUE,8,2,1,1,0,4237096908
34627,Win,FALSE,TRUE,TRUE,7,1,0,3,2,4234264216
34629,Win,TRUE,FALSE,TRUE,10,2,1,2,0,4224976658
34631,Win,FALSE,TRUE,TRUE,11,7,0,4,2,4223732844
34632,Win,FALSE,TRUE,FALSE,5,0,0,2,0,4223713943
34633,Win,TRUE,TRUE,TRUE,8,1,1,3,2,4214693568
34635,Win,TRUE,TRUE,TRUE,9,2,0,4,2,4211712502
34636,Win,FALSE,TRUE,TRUE,8,1,0,2,2,4211639628
34639,Win,FALSE,TRUE,TRUE,6,1,0,1,2,4211336284
34641,Win,FALSE,TRUE,TRUE,9,1,0,2,1,4210688539
34645,Win,FALSE,TRUE,TRUE,9,2,0,3,1,4217217019
34646,Win,FALSE,FALSE,FALSE,5,0,2,2,0,4217060034
34649,Win,FALSE,FALSE,TRUE,8,1,2,2,0,4212175151
34651,Win,FALSE,FALSE,TRUE,10,2,0,2,1,4212087275
34652,Win,TRUE,FALSE,FALSE,5,0,0,3,1,4212033097
34653,Win,FALSE,FALSE,TRUE,8,2,2,2,1,4211965779
34654,Win,TRUE,FALSE,TRUE,7,1,1,3,0,4210401721
34656,Win,TRUE,TRUE,TRUE,7,1,0,2,1,4210159496
34657,Win,TRUE,FALSE,TRUE,8,1,1,3,2,4209945817
34658,Win,FALSE,TRUE,TRUE,7,1,1,3,0,4208617837
34659,Win,TRUE,FALSE,TRUE,10,1,2,4,0,4208571996
34660,Win,FALSE,TRUE,TRUE,9,1,2,3,2,4204677653
34665,Win,TRUE,TRUE,TRUE,9,2,1,1,1,4202378132
34670,Win,FALSE,TRUE,TRUE,7,1,0,1,1,4249746557
34672,Win,TRUE,TRUE,TRUE,10,2,1,3,1,4209492153
34673,Win,TRUE,TRUE,TRUE,10,2,0,4,2,4209409876
34674,Win,FALSE,TRUE,FALSE,5,0,0,2,1,4208076830
34675,Win,TRUE,TRUE,FALSE,6,0,0,1,1,4207998783
34677,Win,TRUE,TRUE,TRUE,11,2,0,2,2,4207111886
34678,Win,TRUE,TRUE,TRUE,6,1,0,0,1,4207037775
34679,Win,FALSE,FALSE,TRUE,8,1,1,3,0,4205815047
34680,Win,FALSE,TRUE,TRUE,10,2,1,2,1,4205679090
34682,Win,TRUE,TRUE,FALSE,5,0,0,2,1,4204809199
34683,Win,TRUE,TRUE,TRUE,7,1,1,2,2,4204677889
34685,Win,TRUE,FALSE,FALSE,6,0,1,2,1,4255949157
34686,Win,FALSE,TRUE,TRUE,6,1,2,2,1,4255965168
34687,Win,FALSE,FALSE,TRUE,5,1,1,1,0,4255991981
34688,Win,TRUE,FALSE,TRUE,7,2,2,1,0,4255827640
34689,Win,TRUE,TRUE,TRUE,5,1,0,1,1,4255439708
34691,Win,TRUE,TRUE,TRUE,7,1,1,1,1,4253070559
34692,Win,TRUE,TRUE,TRUE,6,1,0,0,0,4250042223
34694,Win,TRUE,TRUE,TRUE,9,2,1,2,1,4242060044
34695,Win,TRUE,TRUE,TRUE,11,4,1,4,2,4242026237
34696,Win,TRUE,TRUE,TRUE,11,3,1,2,2,4241863608
34697,Win,TRUE,TRUE,FALSE,9,1,1,3,2,4241784865
34698,Win,FALSE,TRUE,FALSE,6,0,0,2,1,4241771348
34701,Win,TRUE,TRUE,TRUE,7,1,0,1,2,4241497647
34702,Win,TRUE,TRUE,TRUE,9,2,1,2,2,4241372862
34703,Win,FALSE,FALSE,TRUE,6,1,1,2,0,4241263473
34704,Win,TRUE,TRUE,TRUE,10,2,2,1,2,4240625085
34705,Win,TRUE,FALSE,TRUE,8,1,1,3,1,4240518963
34706,Win,TRUE,TRUE,TRUE,8,1,0,2,1,4240474680
34707,Win,TRUE,TRUE,TRUE,7,1,0,3,2,4240398436
34708,Win,FALSE,FALSE,TRUE,7,1,1,3,0,4240298131
34709,Win,TRUE,TRUE,TRUE,9,2,1,2,0,4240244091
34710,Win,TRUE,TRUE,FALSE,6,1,1,4,2,4240146455
34711,Win,FALSE,TRUE,TRUE,9,1,1,2,0,4236246025
34712,Win,TRUE,TRUE,TRUE,9,2,1,2,2,4236206504
34713,Win,TRUE,FALSE,TRUE,9,2,1,3,2,4236077741
34715,Win,TRUE,TRUE,FALSE,6,0,0,2,1,4235907911
34716,Win,TRUE,FALSE,TRUE,6,1,1,2,1,4235838355
34718,Win,TRUE,TRUE,TRUE,5,1,0,0,0,4252436012
34719,Win,TRUE,TRUE,TRUE,8,1,0,1,0,4252470316
34720,Win,FALSE,TRUE,TRUE,10,2,0,2,1,4252374514
34724,Win,TRUE,TRUE,TRUE,6,1,0,2,1,4252150809
34725,Win,FALSE,TRUE,TRUE,9,1,0,1,0,4251912732
34726,Win,TRUE,TRUE,TRUE,11,3,0,2,1,4251185895
34728,Win,TRUE,TRUE,TRUE,9,4,0,2,1,4243783593
34729,Win,TRUE,TRUE,FALSE,6,0,1,3,1,4243676442
34731,Win,TRUE,TRUE,FALSE,6,0,1,4,0,4242206795
34733,Win,FALSE,TRUE,FALSE,5,0,0,2,1,4242182595
34734,Win,TRUE,TRUE,TRUE,9,3,1,4,1,4231051673
34736,Win,FALSE,TRUE,TRUE,7,1,0,4,1,4231000341
34737,Win,TRUE,TRUE,TRUE,8,1,1,1,0,4230902720
34738,Win,TRUE,TRUE,TRUE,6,1,0,2,1,4230443811
34739,Win,TRUE,FALSE,TRUE,6,1,0,3,0,4228760870
34741,Win,FALSE,TRUE,TRUE,11,6,3,5,1,4228583162
34742,Win,FALSE,TRUE,TRUE,6,1,1,2,1,4228476986
34746,Win,TRUE,FALSE,FALSE,6,0,1,3,1,4221372952
34747,Win,TRUE,FALSE,TRUE,11,2,1,3,0,4221249228
34748,Win,TRUE,TRUE,TRUE,8,1,0,1,0,4221295247
34752,Win,FALSE,TRUE,FALSE,6,0,0,3,1,4211606626
34753,Win,FALSE,TRUE,TRUE,6,1,0,1,1,4211612639
34755,Win,FALSE,FALSE,TRUE,5,1,1,1,0,4208003455
34756,Win,FALSE,TRUE,TRUE,10,3,1,2,2,4203607078
34757,Win,TRUE,TRUE,TRUE,9,1,0,2,1,4195354145
34758,Win,TRUE,FALSE,TRUE,6,1,1,3,0,4195276597
34760,Win,FALSE,FALSE,TRUE,8,1,1,4,0,4179269657
34761,Win,TRUE,TRUE,TRUE,11,2,1,3,2,4174760829
34762,Win,TRUE,TRUE,TRUE,11,2,1,3,1,4174726511
34763,Win,TRUE,TRUE,TRUE,5,1,0,1,1,4174672783
34764,Win,TRUE,TRUE,FALSE,7,0,1,3,2,4174598686
34765,Win,TRUE,TRUE,TRUE,9,2,1,3,1,4174651978
34766,Win,FALSE,TRUE,TRUE,7,2,1,1,0,4172349226
34767,Win,FALSE,TRUE,FALSE,5,0,0,3,2,4172352608
34768,Win,FALSE,FALSE,FALSE,5,0,0,1,0,4172224294
34770,Win,TRUE,TRUE,TRUE,8,1,0,1,2,4172160842
34772,Win,FALSE,TRUE,TRUE,10,2,2,2,2,4171991997
34773,Win,FALSE,TRUE,TRUE,9,1,1,4,1,4137822959
34774,Win,FALSE,FALSE,TRUE,11,2,1,4,2,4137779534
34776,Win,FALSE,TRUE,TRUE,9,1,1,4,1,4135745571
34777,Win,TRUE,TRUE,TRUE,9,1,1,3,0,4135762995
34778,Win,TRUE,TRUE,TRUE,7,1,0,0,1,4135743386
34779,Win,FALSE,TRUE,TRUE,10,3,1,2,1,4135761349
34780,Win,TRUE,TRUE,TRUE,6,1,1,2,2,4135729144
34781,Win,FALSE,TRUE,TRUE,9,2,0,3,0,4135708092
34782,Win,FALSE,TRUE,TRUE,5,1,1,3,0,4135614292
34785,Win,TRUE,TRUE,TRUE,11,3,2,2,1,4133840988
34787,Win,TRUE,FALSE,TRUE,6,1,1,1,1,4133827041
34788,Win,TRUE,TRUE,TRUE,9,2,0,3,1,4133815261
34789,Win,FALSE,FALSE,FALSE,8,1,1,3,0,4133803013
34790,Win,FALSE,FALSE,TRUE,5,1,1,4,0,4133800391
34791,Win,FALSE,FALSE,FALSE,10,2,0,4,0,4133196734
34792,Win,FALSE,FALSE,TRUE,7,1,1,2,0,4132440427
34793,Win,TRUE,TRUE,TRUE,9,2,0,3,1,4130488199
34794,Win,TRUE,TRUE,TRUE,8,1,0,2,1,4130355252
34795,Win,FALSE,TRUE,TRUE,10,2,0,4,2,4130296021
34796,Win,FALSE,TRUE,TRUE,10,1,1,2,2,4129577006
34797,Win,TRUE,TRUE,TRUE,9,2,0,1,1,4122269957
34798,Win,TRUE,TRUE,TRUE,10,2,0,2,0,4122273012
34799,Win,FALSE,FALSE,TRUE,11,3,2,3,1,4220913205
34800,Win,TRUE,FALSE,TRUE,7,1,0,2,2,4220828865
34801,Win,TRUE,TRUE,TRUE,7,1,0,2,1,4220843762
34802,Win,FALSE,FALSE,TRUE,7,1,1,2,1,4220634824
34803,Win,TRUE,TRUE,TRUE,6,1,0,1,1,4220650276
34804,Win,FALSE,TRUE,TRUE,8,1,1,4,2,4218428511
34805,Win,TRUE,TRUE,TRUE,10,2,1,1,2,4217712399
34807,Win,FALSE,TRUE,TRUE,8,1,0,4,1,4216778966
34811,Win,TRUE,TRUE,TRUE,8,1,0,3,1,4215566097
34813,Win,TRUE,FALSE,FALSE,5,1,1,1,1,4214852650
34814,Win,FALSE,TRUE,TRUE,9,2,0,2,1,4214479012
34815,Win,TRUE,FALSE,TRUE,10,2,1,3,1,4214431840
34816,Win,FALSE,TRUE,TRUE,10,2,2,4,1,4214279323
34817,Win,FALSE,FALSE,FALSE,5,0,1,1,0,4212179924
34821,Win,FALSE,TRUE,TRUE,8,1,0,2,1,4211968016
34822,Win,FALSE,TRUE,TRUE,11,4,1,3,2,4211356879
34823,Win,TRUE,TRUE,TRUE,7,1,0,2,2,4211249583
34824,Win,TRUE,TRUE,TRUE,9,2,1,4,1,4208185029
34825,Win,FALSE,TRUE,TRUE,8,1,0,1,0,4206741051
34826,Win,FALSE,TRUE,TRUE,6,1,0,0,2,4206152450
34827,Win,FALSE,TRUE,TRUE,11,3,1,2,2,4205611389
34828,Win,FALSE,FALSE,TRUE,6,1,0,1,0,4205546446
34829,Win,TRUE,TRUE,TRUE,10,1,0,2,2,4205512481
34830,Win,FALSE,TRUE,FALSE,5,0,0,2,0,4205467641
34832,Win,FALSE,TRUE,TRUE,8,1,1,4,1,4205032079
34833,Win,FALSE,FALSE,FALSE,7,1,1,2,1,4204827571
34834,Win,TRUE,TRUE,TRUE,8,1,0,1,1,4202626275
34835,Win,FALSE,TRUE,FALSE,6,0,1,1,2,4202612272
34836,Win,FALSE,TRUE,TRUE,11,4,2,4,2,4202548389
34837,Win,TRUE,TRUE,TRUE,9,1,0,2,1,4201447689
34838,Win,FALSE,TRUE,TRUE,8,1,1,2,2,4201359697
34839,Win,TRUE,TRUE,TRUE,7,1,1,2,2,4200797752
34840,Win,TRUE,TRUE,TRUE,9,2,1,4,2,4198729813
34841,Win,TRUE,TRUE,TRUE,7,1,0,1,1,4198720231
34842,Win,FALSE,TRUE,TRUE,7,1,0,2,1,4197398295
34843,Win,TRUE,TRUE,TRUE,10,2,0,3,2,4197403002
34844,Win,TRUE,TRUE,TRUE,9,1,0,3,2,4196276749
34845,Win,TRUE,TRUE,FALSE,5,0,0,2,1,4196262024
34846,Win,FALSE,TRUE,TRUE,11,4,2,4,2,4195537969
34847,Win,TRUE,TRUE,TRUE,5,1,1,4,1,4195476652
34848,Win,TRUE,TRUE,FALSE,5,0,1,1,2,4195503083
34851,Win,TRUE,TRUE,TRUE,7,1,1,2,2,4185974926
34852,Win,TRUE,TRUE,TRUE,10,2,0,1,1,4178033216
34853,Win,TRUE,TRUE,TRUE,10,1,0,3,1,4176954822
34854,Win,FALSE,TRUE,TRUE,8,1,0,3,0,4168519338
34856,Win,FALSE,FALSE,TRUE,6,1,1,2,1,4164354916
34857,Win,TRUE,TRUE,TRUE,11,3,1,3,1,4158046991
34858,Win,TRUE,TRUE,TRUE,6,1,0,2,2,4157998110
34859,Win,FALSE,FALSE,TRUE,11,3,1,3,1,4158011234
34860,Win,TRUE,TRUE,TRUE,7,1,0,1,0,4255659787
34863,Win,TRUE,TRUE,FALSE,7,0,0,3,1,4240251585
34864,Win,FALSE,TRUE,TRUE,9,1,0,1,1,4239532414
34865,Win,TRUE,FALSE,TRUE,5,1,0,2,1,4250851541
34869,Win,FALSE,TRUE,TRUE,6,1,1,2,2,4215894967
34872,Win,FALSE,TRUE,TRUE,10,2,1,1,0,4208119772
34873,Win,TRUE,TRUE,TRUE,11,2,1,2,0,4206495835
34874,Win,TRUE,TRUE,TRUE,9,2,1,3,1,4201309363
34877,Win,TRUE,TRUE,TRUE,6,1,1,4,2,4192034444
34878,Win,FALSE,TRUE,TRUE,7,1,0,3,2,4191667700
34879,Win,FALSE,TRUE,TRUE,9,2,1,5,1,4191559947
34880,Win,FALSE,TRUE,TRUE,11,4,1,4,0,4190469733
34881,Win,TRUE,TRUE,TRUE,9,2,2,3,2,4190348655
34882,Win,TRUE,TRUE,TRUE,11,3,0,1,0,4190163385
34884,Win,TRUE,TRUE,FALSE,6,0,1,3,2,4189992238
34885,Win,FALSE,TRUE,FALSE,7,0,0,3,0,4181028776
34888,Win,TRUE,FALSE,TRUE,7,2,0,2,1,4180588734
34889,Win,TRUE,TRUE,TRUE,8,1,1,1,2,4180590972
34890,Win,TRUE,TRUE,TRUE,11,3,1,2,1,4179047048
34891,Win,TRUE,TRUE,TRUE,10,4,0,4,1,4178300895
34892,Win,TRUE,TRUE,TRUE,7,1,0,1,2,4178146550
34893,Win,TRUE,TRUE,TRUE,9,1,1,3,2,4178107357
34894,Win,TRUE,TRUE,TRUE,8,1,1,2,1,4177859468
34895,Win,TRUE,TRUE,TRUE,7,1,1,2,1,4176559226
34897,Win,FALSE,TRUE,TRUE,10,2,1,3,0,4176148604
34898,Win,TRUE,TRUE,TRUE,7,1,1,3,2,4176077974
34901,Win,FALSE,FALSE,FALSE,6,0,1,2,1,4175776756
